ActionID,ActionName,ActionType,Hazard,Sector,Subsector,PrimaryPurpose,Description,CoBenefits,EquityAndInclusionConsiderations,GHGReductionPotential,AdaptationEffectiveness,CostInvestmentNeeded,TimelineForImplementation,Dependencies,KeyPerformanceIndicators,PowersAndMandates
icare_0121,"Incentive to create bike-sharing programs in urban areas, with a focus on electric bikes.",['mitigation'],,['transportation'],['on-road'],['ghg_reduction'],"This action encourages the establishment of bike-sharing systems in cities, specifically promoting the use of electric bicycles. These systems allow residents to rent electric bikes for short trips, reducing the dependence on cars for urban transportation. By integrating electric bikes, cities can further reduce greenhouse gas emissions, alleviate traffic congestion, and promote a healthier and more sustainable mode of transportation for both urban and rural areas. This initiative also supports mobility equality, as it makes bikes more accessible to a wider range of people.","{'air_quality': 2, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 2, 'stakeholder_engagement': 1}",,"{'stationary_energy': None, 'transportation': '60-79', 'waste': None, 'ippu': None, 'afolu': None}",,medium,<5 years,"['Establishment of bike-sharing systems with a focus on electric bicycles to reduce car dependence.', 'Integration of electric bikes to lower greenhouse gas emissions, alleviate traffic congestion, and promote sustainable transportation.', 'Promotion of mobility equality by making electric bikes accessible to a wider population.']","['Number of electric bikes available in bike-sharing programs.', 'Annual increase in bike-sharing users.', 'Estimated reduction in CO₂ equivalent emissions from the adoption of electric bike-sharing.']",['local']
icare_0122,Establish eco-parks.,['mitigation'],,['waste'],['land'],['ghg_reduction'],"An eco-park is a facility for the mechanical and biological treatment of urban solid waste, integrating different technologies for the segregation and treatment of various fractions within the waste. This treatment aims to maximize the recovery of dry and organic waste and reduce the volume of waste to be sent for final disposal in landfills, using technologies such as energy generation, composting, recycling recovery, proper disposal of residual waste, and other existing treatment methods available in the market.","{'air_quality': 1, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 0, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': None, 'waste': '20-39', 'ippu': None, 'afolu': None}",,medium,<5 years,"['Implementation of eco-parks for mechanical and biological treatment of urban solid waste.', 'Integration of technologies such as energy generation, composting, recycling recovery, and proper disposal of residual waste.', 'Maximization of dry and organic waste recovery to reduce landfill disposal volumes.']","['Total area covered by eco-parks in the city (hectares).', 'Increase in the number of visitors to eco-parks annually.', 'Improvement in local biodiversity indices within eco-park areas.']",['local']
icare_0123,Adopt Centralized Biological Treatment Technologies,['mitigation'],,['waste'],['biological_treatment_of_waste_generated_in_the_city'],['ghg_reduction'],Implement composting and anaerobic digestion for organic waste.,"{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': None, 'waste': '20-39', 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Set up infrastructure for composting and anaerobic digestion of organic waste.', 'Provide training and resources to ensure proper waste segregation and processing.', 'Develop policies and incentives to encourage participation from businesses and communities in organic waste management.']","['Number of centralised biological treatment facilities installed.', 'Percentage of organic waste treated in relation to total waste generated (%).', 'Reduction of greenhouse gas emissions (CH₄ and CO₂) from organic waste (tCO₂e/year).']",['state']
icare_0124,Promote and Support the Use and Cultivation of Sustainable Biofuels.,['mitigation'],,['transportation'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],Encourage the use of sustainable biofuels in various forms of transport and support the production of low-impact feedstocks to ensure a consistent and sustainable supply of biofuels.,"{'air_quality': 1, 'water_quality': 1, 'habitat': 1, 'cost_of_living': -1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': '20-39', 'waste': None, 'ippu': None, 'afolu': None}",,medium,5-10 years,"['Promote the adoption of sustainable biofuels across various transport modes.', 'Support the development of low-impact feedstocks to ensure a sustainable biofuel supply.', 'Establish policies and incentives to drive biofuel production and reduce environmental impact.']","['Total area cultivated for sustainable biofuel production (hectares).', 'Volume of biofuel produced and consumed annually (litres/year).', 'Reduction of CO₂ emissions compared to fossil fuel use (tCO₂e/year).']",['national']
icare_0125,Alignment of Climate Policies for Regulating Carbon Assets in the Aviation Sector.,['mitigation'],,['transportation'],['aviation'],['ghg_reduction'],"Facilitate alignment with the federal government on its climate policies regarding the regulation of carbon assets in the aviation sector, aiming to establish standards and limits for GHG emissions.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': -1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': '20-39', 'waste': None, 'ippu': None, 'afolu': None}",,low,<5 years,"['Align with federal government climate policies to regulate carbon assets in the aviation sector.', 'Establish clear standards and emission limits for greenhouse gases in aviation.', 'Collaborate with relevant stakeholders to ensure the successful implementation of these regulations.']","['Number of carbon asset policies or regulations implemented in the aviation sector.', 'Amount of aviation emissions offset or reduced (tCO₂e).', 'Participation of airlines in carbon offsetting programmes (%).']",['national']
icare_0126,"Implementation of green fuel supply infrastructure for aircraft, such as biofuels or green hydrogen.",['mitigation'],,['transportation'],['aviation'],['ghg_reduction'],"This action aims to promote sustainability in airports by implementing infrastructure for fueling aircraft with low-carbon fuels. The use of biofuels or green hydrogen can significantly reduce GHG emissions in the aviation sector. Additionally, the transition to these cleaner energy sources will contribute to achieving decarbonization goals in the transport sector, while maintaining operational efficiency at airports and minimizing their environmental impact.","{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': '60-79', 'waste': None, 'ippu': None, 'afolu': None}",,high,<5 years,"['Develop infrastructure for fueling aircraft with low-carbon fuels like biofuels or green hydrogen.', 'Ensure the availability of sustainable fuel sources and the necessary technology for fueling operations.', 'Monitor and assess the environmental impact and operational efficiency of the transition to low-carbon fuels.']","['Number of airports with biofuel or green hydrogen infrastructure.', 'Amount of green fuel consumed by the aviation sector (litres/year).', 'Reduction of CO₂ emissions from aviation through the use of alternative fuels (tCO₂e/year).']",['local']
icare_0127,Accelerate Environmental Regularization of Rural Properties,['mitigation'],,['afolu'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],Implement programs to register properties in the Rural Environmental Registry (CAR) and adhere to environmental restoration commitments.,"{'air_quality': 1, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,medium,5-10 years,"['Access to digital platforms and technical training for property registration and restoration processes.', 'Financial incentives and partnerships with environmental agencies to support implementation.', 'Monitoring and enforcement mechanisms to ensure compliance with restoration commitments.']","['Number of rural properties with regularised Rural Environmental Registration (CAR).', 'Total area of native vegetation protected or restored on regularised properties (hectares).', 'Annual reduction in greenhouse gas emissions (tCO₂e) due to regularisation.']",['local']
icare_0128,Establish Municipal Programs for Payment for Environmental Services (PES),['mitigation'],,['afolu'],['land'],['ghg_reduction'],Implement programs that pay landowners for maintaining or improving environmental conditions on their properties.,"{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': -1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,medium,<5 years,"['Creation of funding mechanisms and clear eligibility criteria with performance indicators.', 'Partnerships with environmental organizations and awareness campaigns to encourage participation.', 'Integration with legal frameworks to ensure program sustainability.']","['Number of active Payment for Environmental Services (PES) contracts signed.', 'Total area under incentivised conservation or restoration practices (hectares).', 'Amount of carbon sequestered or emissions avoided through PES actions (tCO₂e/year).']",['local']
icare_0129,Facilitate Technology Transfer for Conservation Practices,['mitigation'],,['afolu'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],"Promote the adoption of sustainable agricultural practices through training, pilot projects, and technology demonstrations.","{'air_quality': 1, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,medium,<5 years,"['Provision of training programs and establishment of pilot projects to showcase sustainable practices.', 'Partnerships with research institutions for technology development and financial incentives to encourage adoption.', 'Access to technical assistance for successful implementation.']","['Number of conservation technologies transferred and applied on farms.', 'Percentage of producers trained to implement conservation practices.', 'Reduction in soil degradation or increase in vegetation cover (hectares).']",['local']
icare_0130,Conduct Technical Assistance and Rural Extension (ATER) Actions,['mitigation'],,['afolu'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],Provide technical support and training to rural producers for sustainable agricultural production.,"{'air_quality': 1, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,medium,<5 years,"['Availability of skilled technical staff and tailored training programs.', 'Partnerships with agricultural research institutions and allocation of resources for capacity-building.', 'Engagement with rural producers to ensure active participation.']","['Number of producers benefiting from rural technical assistance (% of total).', 'Percentage of participants adopting climate-resilient practices.', 'Reduced vulnerability of properties to climate risk (%).""']",['state']
icare_0131,Prioritize Procurement of Locally Produced Agroecological Products in Public Purchases,['mitigation'],,['afolu'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],"Focus on buying sustainable, locally produced food for public institutions.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '20-39'}",,low,<5 years,"['Development of procurement policies and identification of reliable local suppliers.', 'Partnerships with producers and allocation of funding for sustainable procurement programs.', 'Establishment of monitoring systems to ensure compliance with sustainability criteria.']","['Percentage of the total volume of public purchases coming from local agroecological producers.', 'Amount of CO₂ emissions avoided due to reduced transport distance (tCO₂e).', 'Number of agroecological producers benefiting from public purchases.']",['local']
icare_0132,Encourage Local Agroecological Production and Short Supply Chains,['mitigation'],,['afolu'],['agriculture_forestry_and_fishing_activities'],['ghg_reduction'],"Support local, sustainable agricultural practices and reduce emissions associated with food transport.","{'air_quality': 1, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '20-39'}",,low,<5 years,"['Incentives for sustainable agricultural practices and development of local food distribution networks.', 'Partnerships with producers and investment in infrastructure to support local markets.', 'Policies to prioritize low-emission transportation methods.']","['Number of producers adhering to local agroecological practices.', 'Percentage of food consumed in the city from short chains.', 'Reduction in emissions associated with food transport (tCO₂e).']",['local']
icare_0133,Promote Urban Reforestation and Green Corridors,['mitigation'],,['afolu'],['land'],['ghg_reduction'],Increase urban tree coverage to mitigate the urban heat island effect and enhance biodiversity.,"{'air_quality': 2, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '80-100'}",,medium,5-10 years,"['Identification of priority areas and selection of native, climate-resilient species for tree planting.', 'Partnerships with local organizations and nurseries, and allocation of resources for planting and maintenance.', 'Community engagement to ensure long-term care and support.']","['Increase in urban tree canopy cover (%)', 'Total length of green corridors created or restored (kilometers)', 'Reduction in urban heat island effect temperatures (°C)']",['local']
icare_0134,Strengthen Mechanisms for Deforestation Control,['mitigation'],,['afolu'],['land'],['ghg_reduction'],Enhance monitoring and enforcement to prevent illegal deforestation and promote sustainable land use.,"{'air_quality': 2, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '80-100'}",,medium,5-10 years,"['Strong legal framework, advanced monitoring technologies (satellites and drones), and capacity building for local authorities.', 'Collaboration with local communities and adequate funding for enforcement efforts.', 'Transparency and accountability in reporting to ensure effective implementation.']","['Total area monitored for deforestation (hectares/year).', 'Reduction in annual deforestation rate (%).', 'Amount of emissions avoided by reducing deforestation (tCO₂e).']",['national']
icare_0135,Ensure that 100% of the fleet used by the Municipality (or outsourced) is zero-emission.,['mitigation'],,['transportation'],['on-road'],['ghg_reduction'],The action aims to replace 50% of the municipal or outsourced fleet with zero-emission vehicles by 2030 and 100% of the fleet by 2040.,"{'air_quality': 2, 'water_quality': 0, 'habitat': 0, 'cost_of_living': -1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': '80-100', 'waste': None, 'ippu': None, 'afolu': None}",,high,5-10 years,"['Replacement of 50% of the municipal or outsourced fleet with zero-emission vehicles by 2030.', 'Transition to 100% zero-emission vehicles in the fleet by 2040.', 'Development of infrastructure and procurement policies to support the adoption of zero-emission vehicles.']","['The percentage of the municipal fleet that has been converted to zero-emission vehicles.', 'Annual reduction in fuel consumption from municipal operations.', 'Estimated reduction in CO2 equivalent emissions from fleet electrification.']",['local']
icare_0136,Support the Implementation of Ecological Fiscal Incentives,['mitigation'],,['afolu'],['land'],['ghg_reduction'],Encourage the application of ecological taxes and incentives to promote environmental conservation.,"{'air_quality': 1, 'water_quality': 1, 'habitat': 2, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '20-39'}",,low,<5 years,"['Establish a clear regulatory framework with fair tax rates and incentives for sustainability.', 'Implement effective monitoring systems to track compliance and measure impact.', 'Promote public awareness and foster collaboration between governments, businesses, and communities.']","['Number of municipalities that have adopted environmental tax incentives.', 'Percentage of tax revenue spent on sustainable practices.', 'Acreage or number of properties benefiting from conservation practices as a result of incentives.']",['state']
icare_0137,Replace Inefficient Lighting with LED Technology in Public Spaces,['mitigation'],,['stationary_energy'],['commercial_and_institutional_buildings_and_facilities'],['ghg_reduction'],"This action focuses on replacing outdated and inefficient lighting systems in public spaces with energy-efficient LED technology. The objective is to enhance energy efficiency, reduce operational costs, and lower carbon emissions, contributing to a more sustainable and environmentally-friendly municipal infrastructure.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 0}",,"{'stationary_energy': '20-39', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,medium,<5 years,"['Invest in technology, develop an action plan, and secure funding for LED installation.', 'Train municipal staff on installation and maintenance of energy-efficient lighting.', 'Ensure proper maintenance infrastructure to maximize energy savings and reduce emissions.']","['Percentage of public lighting replaced with LED technology (%).', 'Reduction in public lighting electricity consumption (kWh/year).', 'Reduction of CO₂ emissions related to public lighting (tCO₂e/year).']",['local']
icare_0138,Stimulate Energy Benchmarking in Buildings,['mitigation'],,['stationary_energy'],['residential_buildings'],['ghg_reduction'],Encourage the comparison of energy performance in public buildings.,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,"{'stationary_energy': '20-39', 'transportation': None, 'waste': None, 'ippu': None, 'afolu': None}",,low,<5 years,"['Establish standardized metrics and a transparent reporting system for energy performance.', 'Provide training for facility managers on energy efficiency.', 'Offer incentives to encourage energy performance improvements in public buildings.']","['Number of buildings that perform energy benchmarking annually.', 'Percentage reduction in the average energy consumption of monitored buildings (%).', 'Energy savings achieved in participating buildings (kWh/year).']",['local']
icare_0139,Implementation of urban toll.,['mitigation'],,['transportation'],['on-road'],['ghg_reduction'],Establishment of a congestion charge and/or license plate rotation for light vehicles in saturated areas and at saturated times,"{'air_quality': 2, 'water_quality': 0, 'habitat': 0, 'cost_of_living': -1, 'housing': 0, 'mobility': 2, 'stakeholder_engagement': 0}",,"{'stationary_energy': None, 'transportation': '80-100', 'waste': None, 'ippu': None, 'afolu': None}",,low,<5 years,"['Establish a clear legal framework and invest in technology for monitoring and enforcement (e.g., cameras, sensors).', 'Launch awareness campaigns and ensure availability of efficient public transportation or alternative mobility solutions.', ""Collaborate with local governments and transport agencies, and set up systems for monitoring and evaluating the policy's effectiveness.""]","['Reduction of CO₂ emissions from urban road transport (tCO₂e/year).', 'Revenue generated by the implementation of the urban congestion charge (R$).']",['local']
icare_0140,Landslide Risk Assessment and Management,['adaptation'],['landslides'],,,['climate_resilience'],"This action involves assessing and managing landslide risks by collecting data, mapping hazard areas, and conducting evacuation simulations. It aims to reduce the risks associated with landslides in areas prone to these events.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 2}",,,high,low,<5 years,"['Comprehensive planning and policy framework', 'Stakeholder participation', 'Capacity building and institutional support']","['Coastal erosion rates', 'Water quality', 'Habitat health']",['local']
icare_0141,Implementation of Wetlands,['adaptation'],['diseases'],,,['climate_resilience'],Implementation of wetlands using phytoremediation to remove pollutants from water and improve water quality.,"{'air_quality': 1, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,low,medium,<5 years,['Maintenance'],"['Water quality improvement', 'Water flow rate', 'Maintenance costs']",['local']
icare_0142,Improvement of Water Supply and Sanitation Systems,['adaptation'],['floods'],,,['climate_resilience'],"This action involves implementing artesian wells, cisterns, and water supply systems, as well as improving water quality and expanding sanitation services in the city.","{'air_quality': 0, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,medium,<5 years,"['Infrastructure development', 'Financial resources', 'Technical expertise']","['Access to safe water', 'Water quality', 'Sanitation coverage']",['local']
icare_0143,Payment for Environmental Services,['adaptation'],,,,['climate_resilience'],"This action involves making payments for the preservation of areas surrounding the main water reservoir for human consumption, likely as an incentive for environmental conservation and protection of water resources.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 1, 'housing': 1, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,low,5-10 years,"['Ecosystem service assessment', 'Funding mechanisms', 'Legal and institutional framework']","['Economic benefits', 'Land use change', 'Community participation']",['local']
icare_0144,Creation of a Financial Support Program to Address Extreme Weather Events,['adaptation'],['droughts'],,,['climate_resilience'],"Creation of a program to mitigate the effects of climate tragedies, including financial assistance to affected families and efforts to secure additional resources for recovery and reconstruction.	","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': -1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 2}",,,medium,medium,5-10 years,"['Financial resources', 'Emergency response plans', 'Institutional coordination']","['Number of people assisted', 'Cost-effectiveness', 'Community resilience']",['state']
icare_0145,Strengthen the healthcare network to attend to climate victims,['adaptation'],['heatwaves'],,,['climate_resilience'],"Improve the infrastructure of healthcare units to assist people who require medical care due to impacts associated with climate risks (climate victims), such as those affected by heat waves or floods, especially in more vulnerable areas. Develop action plans to prepare the healthcare network for extreme climate-related situations.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,,high,high,>10 years,"['Investment in the renovation and expansion of healthcare facilities, ensuring they are equipped to handle climate-related health impacts, particularly in vulnerable areas.', 'Development of action plans and training programs for healthcare professionals to respond to extreme climate events like heatwaves and floods.', 'Collaboration with local authorities, emergency response teams, and climate experts to create a comprehensive framework for preparing the healthcare network for climate risks.']","['Number of healthcare facilities upgraded for climate-related emergencies.', 'Increase in healthcare staff trained in climate emergency response (%).', 'Number of climate-related injuries treated successfully.', '.']",['national']
icare_0146,Train the most vulnerable populations for subsistence farming,['adaptation'],,,,['climate_resilience'],"Train communities in informal settlements to cultivate fruit-bearing plant species in backyard plots, rooftops, and small beds to help generate income and ensure family food sovereignty, while also contributing to genetic flow and increased biodiversity in the interstices of forest fragments.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,,medium,low,5-10 years,"['Access to training programs and materials to educate communities on sustainable gardening practices, including fruit cultivation and biodiversity enhancement.', 'Availability of resources, such as seeds, tools, and equipment, to support the establishment of small-scale gardens in informal settlements.', 'Collaboration with local environmental organizations, agricultural experts, and urban planners to ensure the integration of these initiatives with larger biodiversity goals and urban development plans.']","['Number of training sessions conducted annually.', 'Improvement in food security levels among vulnerable populations (%).', 'Reduction in dependency on external food supplies for vulnerable households (%).']",['national']
icare_0147,Strengthen the use of climate justice criteria in the design of new infrastructure projects,['adaptation'],['droughts'],,,['climate_resilience'],"Create a technical-popular committee to monitor new infrastructure projects and the application of climate justice criteria, overseeing the territorial distribution of the public budget concerning works and actions for climate change mitigation and adaptation, potentially utilizing existing committees.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",,,,low,<5 years,"['Establishment of a diverse committee with technical experts, community representatives, and local authorities to ensure balanced oversight.', 'Development of guidelines and tools to assess climate justice criteria and ensure equitable distribution of resources for climate-related projects.', 'Collaboration with existing committees or institutions to leverage resources, knowledge, and networks for effective monitoring of infrastructure projects and budget allocation.']","['Number of vulnerable communities consulted during project planning.', 'Reduction in infrastructure-related disparities for vulnerable populations (%).', 'Number of training sessions held for city planners on climate justice.']",
icare_0148,Create the Municipal Climate Change Forum,['adaptation'],['droughts'],,,['climate_resilience'],"Creation of a Municipal Climate Change Forum with the participation of community leaders, scientists, collectives, research institutes, NGOs, and members of the municipal and state administration. The Forum will serve as a reference for actions related to Climate Change, aiming to monitor future policies on the subject in the municipality, stimulate dialogue, and create a network of discussions about the climate crisis.","{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,,medium,low,<5 years,"['Engagement of diverse stakeholders, including community leaders, scientists, NGOs, and local authorities, to establish and sustain the Forum.', 'Allocation of resources to facilitate regular meetings, workshops, and events for the Forum to remain active and impactful.', 'Development of a clear framework and guidelines for the Forum to monitor and guide climate change policies and initiatives within the municipality.']","['Percentage of key stakeholders actively participating in the forum.', 'Number of climate-related policies or actions proposed through the forum.', 'Public engagement in forum initiatives (measured by event attendance or surveys)']",['local']
icare_0149,Encourage sustainable land use practices,['adaptation'],['droughts'],,,['climate_resilience'],"Promoting methods that guarantee the conservation and health of the soil, preserving biodiversity, reducing erosion and minimizing environmental impacts.","{'air_quality': 1, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,medium,low,5-10 years,"['Provide access to technical knowledge and training on sustainable soil management practices.', 'Offer financial incentives and form partnerships with research institutions and local farmers.', 'Develop monitoring systems for soil health and biodiversity, and implement policies for erosion control.']","['Percentage of land area managed under sustainable land use practices (%)', 'Reduction in deforestation or land degradation rates (%)', 'Increase in biodiversity indicators on managed lands (e.g., species count, habitat quality)']",['local']
icare_0150,Implement Loss Reduction and Control Program promoting water security for the municipality,['adaptation'],['droughts'],,,['climate_resilience'],"Ensure the availability of water in sufficient quantity and quality for the population of the city. Implement the Loss Reduction and Control Program, which aims to reduce per capita water consumption, along with the reduction of physical losses. Conduct studies, regulate, and facilitate the reuse of water for non-potable purposes, and implement equipment for the use of rainwater.","{'air_quality': 0, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,medium,5-10 years,"['Availability of funding and technical expertise to implement water loss reduction systems, including infrastructure improvements and monitoring technologies', 'Development of regulatory frameworks to support water reuse for non-potable purposes and rainwater harvesting systems in both residential and commercial settings', 'Collaboration between local governments, utility companies, and communities to ensure efficient water management and raise awareness about water conservation practices']","['Percentage reduction in losses within the water supply system.', 'Per capita water consumption reduction index (liters).', 'Number of new water supply sources implemented.']",['local']
icare_0151,Develop diagnostics and restore areas of Special Social Interest Zones (ZEIS),['adaptation'],['sea-level-rise'],,,['climate_resilience'],"Priority to ZEIS areas in housing improvement actions and the application of resources from the Urbanization Fund, with the implementation of urban infrastructure that considers climate adaptation in these spaces. Use of Nature-based Solutions (NbS) in the adaptation of environmental sanitation and green and blue infrastructures that enhance leisure, culture, urban agriculture, and activities to strengthen community associations.","{'air_quality': 1, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 1, 'housing': 2, 'mobility': 1, 'stakeholder_engagement': 2}",,,medium,medium,5-10 years,"['Availability of funding from the Urbanization Fund and other financial mechanisms to support housing improvements and urban infrastructure in ZEIS areas', 'Collaboration between urban planners, environmental experts, and local communities to design and implement nature-based solutions (NbS) for urban infrastructure', 'Policy and regulatory frameworks that integrate climate adaptation measures into urban planning, ensuring that investments prioritize environmental sustainability and community']","['Number of ZEIS areas diagnosed and restored.', 'Percentage of residents benefiting from restored areas (%).', 'Public investments allocated to ZEIS areas (currency amount).']",['local']
icare_0152,Recovery of degraded areas,['adaptation'],['droughts'],,,['climate_resilience'],"Restoring ecosystems damaged by human activities by replanting native vegetation, restoring the soil, eliminating invasive species and implementing sustainable management techniques.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}",,,high,medium,>10 years,"['Develop a clear restoration plan and secure funding for long-term management.', 'Ensure access to native plant species and provide training in sustainable practices.', 'Remove invasive species and collaborate with local communities for successful ecosystem restoration.']","['Hectares of degraded land restored annually', 'Increase in vegetation cover (%) in restored areas', 'Number of local communities engaged in restoration projects']",['local']
icare_0153,Create a coastal management system,['adaptation'],['heatwaves'],,,['climate_resilience'],"Implementation of a coastal management system, which includes the carrying capacity of beaches, the location and number of beach tent permit holders according to the environmental vulnerability of sections of the coastline. The use of a geospatial data survey system, the preservation of sand strips, and the protection of mangroves and coral reefs are among the actions that will support this management.","{'air_quality': 1, 'water_quality': 2, 'habitat': 2, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 2}",,,high,medium,5-10 years,"['Development of a geospatial data system to assess and monitor the environmental vulnerability of different coastal sections and inform management decisions.', 'Collaboration with environmental experts, local authorities, and beach permit holders to implement sustainable practices and regulations in coastal areas.', 'Availability of funding and resources for the preservation of sand strips, mangroves, and coral reefs, alongside the enforcement of policies to protect these ecosystems from degradation.']","['Reduction in coastal erosion rates (%).', 'Increase in protected coastal areas (hectares).', 'Number of communities benefiting from coastal management measures.']",['national']
icare_0154,Cleaning and Unclogging of Channels with Installation of Eco-barriers,['adaptation'],['floods'],,,['climate_resilience'],Cleaning and unclogging channels in the city to reduce the risk of flooding caused by extreme rainfall events. Installation of eco-barriers to assist in cleaning efforts and raise awareness about solid waste.,"{'air_quality': 1, 'water_quality': 2, 'habitat': 1, 'cost_of_living': 1, 'housing': 1, 'mobility': 1, 'stakeholder_engagement': 1}",,,medium,low,<5 years,"['Regular maintenance', 'Proper waste management practices']","['Flood reduction', 'Waste reduction', 'Maintenance costs']",['local']
