ActionID,ActionName,ActionType,AdaptationCategory,Hazard,Sector,Subsector,PrimaryPurpose,InterventionType,Description,BehavioralChangeTargeted,CoBenefits,EquityAndInclusionConsiderations,GHGReductionPotential,AdaptionEffectiveness,CostInvestmentNeeded,TimelineForImplementation,Dependencies,KeyPerformanceIndicators,Impacts,Intervention Type,BehaviouralChangeTargeted,AdaptationEffectiveness
ipcc_0032,Fuel Switching to Renewable Fuels,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Transitioning from fossil fuels like coal to renewable energy sources (e.g., biomass, natural gas, and waste-derived fuels) in industrial processes to reduce emissions. This includes the use of renewable substitutes such as biomass and waste plastics to displace coal in sectors like steel and cement.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}",Promotes renewable fuel technologies accessible to developing economies to ensure widespread adoption and equitable benefits.,"{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Availability of renewable fuel infrastructure, technology development for alternative fuel production, and supportive policies.']","['Reduction in CO2 emissions, increased adoption rate of renewable fuels, and reduction in the carbon intensity of industrial processes.']","['Reduced dependence on fossil fuels, improved energy security, and mitigation of air pollution, contributing to global emission reduction targets.']","['infrastructure_investments', 'programs_and_initiatives', 'incentives_and_subsidies']",Encourages industries to adopt renewable fuel sources and replace traditional fossil fuels to align with climate goals.,
ipcc_0033,Electrification of Processes,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Transitioning steel production processes to electrified methods such as molten oxide electrolysis, advanced direct reduction, and other methods powered by low-carbon electricity to reduce emissions and improve energy efficiency.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes equitable access to advanced electrification technologies and training for workforce, ensuring participation from underserved industrial sectors.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '60-79', 'afolu': None}",,high,5-10 years,"['Availability of low-carbon electricity, development of suitable anode materials, and infrastructure for large-scale electrification in steel production.']","['Reduction in emissions per ton of steel produced, increase in the share of electrified processes, and energy savings in production stages.']","['Reduced reliance on fossil fuels, improved air quality, and enhanced global competitiveness of steel manufacturers.']","['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']",Encourages adoption of electrified processes and transition to low-carbon energy sources in steel production.,
ipcc_0034,Energy Recycling in Furnaces and Kilns,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Recycling energy from furnaces and kilns through technologies like heat recovery systems, including advanced heat exchangers and top pressure recovery turbines, to enhance energy efficiency and reduce emissions in steel production.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Ensures access to energy recovery technologies for smaller manufacturers, promoting wider adoption across industries and geographies.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Availability of advanced heat recovery technologies, skilled workforce for installation and operation, and supportive policies and funding incentives.']","['Reduction in energy consumption per ton of product, increase in waste energy recovery rates, and decrease in GHG emissions intensity in industrial processes.']","['Enhances energy efficiency, reduces emissions, lowers operational costs, and improves competitiveness of the industrial sector in global markets.']","['infrastructure_investments', 'programs_and_initiatives', 'incentives_and_subsidies']",Encourages adoption of advanced energy recovery technologies in industrial processes to reduce energy waste and emissions.,
ipcc_0035,Technology Improvements of Processes,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Implementation of advanced technologies to optimize production processes across various industries, including iron and steel, cement, and aluminum. Examples include enhanced heat recovery, energy-efficient equipment, advanced material handling, and integration of renewable energy sources. Efforts aim to reduce energy consumption and emissions while improving production efficiency.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes equitable access to advanced technologies for industries of all sizes and supports workforce training programs to ensure widespread adoption, particularly for small and medium enterprises.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Development of advanced process technologies, regulatory support for adoption, workforce training, and sufficient financial incentives or subsidies to offset high initial costs.']","['Reduction in energy use per unit of production, lower emissions per ton of material produced, increased adoption rate of advanced technologies, and improved process efficiency metrics.']","['Enhanced energy efficiency, significant emissions reductions, cost savings for industries, increased competitiveness in global markets, and improved environmental sustainability.']","['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']",Encourages industries to adopt state-of-the-art technologies and optimize operational processes to reduce energy use and emissions while maintaining productivity.,
ipcc_0036,On-site Combined Heat and Power (CHP),['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,Implementation of on-site combined heat and power (CHP) systems in the pulp and paper industry to improve energy efficiency and reduce GHG emissions. CHP systems efficiently generate electricity and heat simultaneously.,,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes equitable access to advanced energy technologies and reduced energy costs, benefiting smaller and less-resourced manufacturers.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '20-39', 'afolu': None}",,high,5-10 years,"['Access to biomass resources, skilled workforce for CHP system operation, and supportive policies to incentivize adoption of CHP systems.']","['Reduction in energy intensity per ton of paper, decrease in direct and indirect CO2 emissions, and increase in on-site electricity production through CHP systems.']","['Improved energy efficiency, reduced emissions, enhanced competitiveness of the pulp and paper industry, and long-term cost savings for manufacturers.']","['infrastructure_investments', 'programs_and_initiatives']",Encourages adoption of more energy-efficient technologies and integration of heat and power systems at manufacturing sites.,
ipcc_0037,Feedstock Decarbonisation,['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,"Decarbonising feedstocks for industrial processes through Carbon Capture and Storage (CCS), Carbon Capture and Utilisation (CCU), and integration with low-carbon energy sources. This includes capturing carbon from various industrial emissions and reusing or storing it to reduce greenhouse gas emissions. Applications include creating synthetic fuels, chemicals, and materials while using renewable energy or biogenic carbon sources.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Supports equitable industrial development by promoting access to cleaner technologies, especially for industries in developing regions, to reduce emissions without compromising economic growth.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '60-79', 'afolu': None}",,high,>10 years,"['Requires advancements in CCS and CCU technologies, availability of low-GHG electricity, and supportive policies to incentivize industrial decarbonization.']","['Reduction in GHG emissions from industrial processes, increase in the use of low-carbon feedstocks, and the number of CCS/CCU projects implemented.']","['Enhanced industrial sustainability, reduced dependence on fossil fuels, advancement of circular economy principles, and mitigation of climate change impacts.']","['infrastructure_investments', 'programs_and_initiatives', 'incentives_and_subsidies', 'regulations_and_laws']","Encourages industrial stakeholders to adopt CCS and CCU technologies, shifting towards low-carbon and circular economy feedstocks.",
ipcc_0038,Carbon Capture and Utilization (CCU),['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,"Capturing carbon dioxide (CO2) from industrial processes or combustion gases and reusing it for producing fuels, chemicals, and building materials. This process reduces emissions from the initial source and provides an alternative to using new fossil or biomass feedstocks.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Ensures that benefits from CCU technologies are accessible to low-income regions, including reduced costs of building materials and fuels.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '20-39', 'afolu': None}",,high,5-10 years,"['Availability of clean energy for hydrogen production, development of CCU technologies, and policies to support adoption.']","['Quantity of CO2 captured and reused, reduction in emissions per ton of product, and market penetration of CCU-derived products.']","['Reduction in GHG emissions, enhanced energy security, and development of sustainable industries.']","['infrastructure_investments', 'programs_and_initiatives', 'incentives_and_subsidies']","Encourages industries to adopt carbon reuse technologies, reducing reliance on virgin feedstocks and enhancing the circular economy.",
ipcc_0039,Carbon Capture and Storage (CCS),['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,"Carbon Capture and Storage (CCS) involves capturing CO2 from industrial processes, energy generation, or the atmosphere and storing it in geological formations for millennia to prevent its release into the atmosphere. CCS technologies can also enable near-zero or negative emissions when combined with sustainably sourced biofuels or direct air capture, supporting decarbonization of hard-to-abate sectors.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Supports equitable transition by providing decarbonization pathways for energy-intensive and hard-to-abate industries, ensuring jobs and economic stability in regions dependent on these sectors.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '80-100', 'afolu': None}",,high,>10 years,"['Requires the development of CO2 transport and storage infrastructure, supportive policy frameworks, sufficient clean energy for capture processes, and incentives for adoption.']","['Amount of CO2 captured and stored annually, percentage reduction in industrial emissions, and operational capacity of CCS projects globally.']","['Significant reductions in GHG emissions, mitigation of climate change effects, and increased energy security through sustainable industrial practices.']","['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']","Encourages industries to adopt CCS technologies for emission reduction, contributing to compliance with climate targets and fostering sustainable innovation.",
ipcc_0040,Design with Less / Lightweighting of Products,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"This action involves improving material efficiency by designing lighter products, optimizing material usage to maintain functionality, and incorporating circular economy principles such as reusability, repairability, and recyclability. It spans the entire product lifecycle, from design to end-of-life management.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes access to durable, affordable products for underserved communities and reduces waste in resource-constrained regions.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Availability of advanced materials, supportive policies for circular economy, stakeholder collaboration across supply chains, and investment in R&D for lightweight materials and high-efficiency design methods.']","['Reduction in material usage per product, increase in product lifespan, percentage of materials recovered and reused, and reduction in GHG emissions from production processes.']","['Reduced environmental footprint, lower production costs, improved resource efficiency, and enhanced sustainability of industrial processes.']","['programs_and_initiatives', 'regulations_and_laws', 'incentives_and_subsidies']","Encourages adoption of efficient material use practices, longer product lifespans, and repair/reuse behaviors among manufacturers and consumers.",
ipcc_0041,Improved Material Utilization (Near-Net Shape Casting),['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"This action focuses on enhancing material efficiency by adopting near-net shape casting and similar innovative manufacturing techniques. These methods reduce material wastage during production, improve yield from raw materials, and enhance energy efficiency by minimizing reprocessing. Strategies include optimizing product design, lightweighting, and improving recycling and reuse processes.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes access to advanced material-efficient technologies for industries of all scales, enabling smaller enterprises to participate in sustainable manufacturing practices.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Availability of advanced manufacturing technologies, workforce training, supportive regulations, and access to materials for near-net shape casting.']","['Reduction in material waste, increase in production yield, and reduction in GHG emissions per unit of material produced.']","['Significant reduction in material and energy use, enhanced production efficiency, reduced emissions, and improved sustainability across industrial supply chains.']","['infrastructure_investments', 'programs_and_initiatives', 'regulations_and_laws']","Encourages manufacturers to adopt innovative manufacturing processes, optimize material usage, and reduce production waste.",
ipcc_0042,"Design for Recovery, Reuse, or Repurposing",['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"This action involves designing products to enable circular principles such as extended product life, reusability, repairability, and ease of recycling. It emphasizes lightweighting, material optimization, and improved recovery of materials at the end of their lifecycle through reuse, remanufacturing, or recycling.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Ensures equitable access to advanced recycling and repurposing technologies, creating opportunities for underserved communities to participate in sustainable material management initiatives.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Collaboration across supply chains, advances in recycling and remanufacturing technologies, and supportive policy frameworks to incentivize adoption.']","['Percentage of materials recovered and reused, reduction in production waste, and decrease in GHG emissions per unit of product lifecycle.']","['Reduction in raw material demand, improved environmental sustainability, decreased emissions, and enhanced industrial efficiency.']","['programs_and_initiatives', 'infrastructure_investments', 'regulations_and_laws']","Encourages stakeholders to adopt circular economy principles, reduce waste, and prioritize designing products for longevity and efficient material recovery.",
ipcc_0043,Circular Economy Policies,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Circular Economy (CE) policies aim to close the loop for materials and energy flows by reducing, reusing, and recycling resources. These policies promote durable goods, reuse and remanufacturing, industrial symbiosis, and urban symbiosis to minimize waste and reduce GHG emissions. CE policies operate at micro, meso, and macro levels to integrate strategies like eco-design, sustainable supply chains, and urban energy symbiosis.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes access to CE practices for small and medium-sized enterprises (SMEs), ensures equitable participation in industrial symbiosis networks, and supports underserved regions by creating economic opportunities through resource-efficient policies.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Effective coordination between industries, governments, and communities; supportive policies and regulations; development of recycling infrastructure; and data sharing platforms for material and energy flows.']","['Reduction in virgin material use, GHG emissions avoided through CE practices, increase in recycling rates, number of industrial symbiosis networks implemented, and resource recovery metrics.']","['Significant reductions in resource extraction, energy use, and emissions; enhanced regional development through eco-industrial parks; and broader adoption of sustainable practices across industries and urban areas.']","['regulations_and_laws', 'incentives_and_subsidies', 'programs_and_initiatives', 'infrastructure_investments']","Encourages adoption of sustainable production practices, consumer participation in recycling, and cross-sectoral collaboration to reduce resource extraction and waste generation.",
ipcc_0044,Alternative feedstocks (e.g. in cement),['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Utilizing alternative feedstocks, such as blast furnace slag, fly ash, and pozzolans, to reduce the clinker-to-cement ratio in cement production. These alternatives lower emissions associated with calcination and energy-intensive processes. Improved material efficiency through high-strength concretes and innovative placement methods further reduces material usage.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes equitable access to innovative cement technologies and ensures benefits are shared across both developed and developing nations, fostering inclusive construction practices.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,high,5-10 years,"['Development and availability of alternative feedstocks, regulatory support for material substitution, and investment in research and development for innovative concrete applications.']","['Reduction in clinker-to-cement ratio, lower CO2 emissions per tonne of cement, and increased adoption of alternative materials in cement production.']","['Reduced GHG emissions, enhanced resource efficiency, lower energy consumption in cement production, and improved environmental quality in cement manufacturing regions.']","['programs_and_initiatives', 'infrastructure_investments', 'incentives_and_subsidies']",Encourages the adoption of alternative materials and innovative construction practices to reduce reliance on traditional clinker-intensive cement production.,
ipcc_0045,"Behavioral Changes for Reduced Waste (e.g., Food)",['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Encouraging behavioral changes to reduce waste in industrial processes and consumer habits, particularly in food production and consumption. This includes reducing food waste through better planning, optimizing portion sizes, and improving recycling and reuse practices in production and post-consumption stages.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}","Promotes fair access to education and resources for waste reduction, particularly for low-income and underserved communities to improve resource efficiency and reduce waste management costs.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '20-39', 'afolu': None}",,medium,<5 years,"['Availability of infrastructure for waste collection and recycling, public awareness campaigns, and supportive policy frameworks.']","['Reduction in food waste percentage, increased recycling rates, and reduced greenhouse gas emissions from waste management.']","['Reduced environmental burden, enhanced resource efficiency, improved urban livability, and cost savings in waste management systems.']","['programs_and_initiatives', 'incentives_and_subsidies', 'regulations_and_laws']","Encourages individuals and industries to adopt waste-reduction strategies, reduce overproduction, optimize food usage, and recycle waste effectively.",
ipcc_0046,Optimised Dosing of Consumable Products,['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,Encourages precise use of consumable products like detergents and fertilizers to minimize material and energy waste while maximizing product-service efficiency. This strategy aims to reduce material intensity and waste production in the industry sector.,,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Ensures equitable access to educational resources and guidelines on the optimized use of consumables, benefitting underserved communities by reducing costs and improving efficiency.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '20-39', 'afolu': None}",,low,<5 years,"['Requires clear guidelines, consumer education campaigns, and industry compliance with precise dosing recommendations.']","['Reduction in material waste, increased adherence to dosing guidelines, and measurable decreases in associated emissions.']","['Reduced industrial emissions, lower resource consumption, cost savings for consumers and industries, and improved efficiency across the supply chain.']","['programs_and_initiatives', 'regulations_and_laws']","Promotes behavioral changes in the precise use of products, such as following recommended doses for consumables and minimizing waste in production processes.",
ipcc_0047,Enhanced product service levels per product (e.g. product sharing),['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Promotes more intensive use of durable products by encouraging product sharing, which reduces the demand for new products and the associated GHG emissions from their manufacturing and supply chain.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Supports equitable access to goods and services by reducing ownership costs, enabling underserved communities to participate in product-sharing initiatives.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Development of platforms and systems to facilitate product sharing, stakeholder collaboration, and supportive policies to incentivize shared usage models.']","['Number of shared product-service systems implemented, reduction in material demand per capita, and decrease in GHG emissions from product manufacturing.']","['Reduction in resource use and emissions, cost savings for consumers, increased accessibility to products, and fostering a circular economy through more efficient use of materials.']","['programs_and_initiatives', 'incentives_and_subsidies']",Encourages users to share durable products and adopt product-service systems that emphasize using goods more efficiently rather than owning them individually.,
ipcc_0048,Design for extended product life-time,['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,"Designing products with longer lifespans, increased reusability, repairability, and recyclability to reduce material use and improve resource efficiency. This includes optimizing product designs to minimize material consumption and emissions, supporting a circular economy.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 1}","Promotes affordability of durable and reusable products, ensuring low-income populations have access to long-lasting, high-quality goods.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Requires collaboration across material supply chains, advancements in product design, and supportive policy frameworks to incentivize circular economy practices.']","['Reduction in material use per product, increase in product lifespan, rate of reuse and repair, and reduction in GHG emissions from material production and waste.']","['Significant emissions reductions, resource conservation, cost savings for consumers, and strengthened circular economy practices.']","['programs_and_initiatives', 'infrastructure_investments', 'regulations_and_laws']","Encourages manufacturers and consumers to prioritize durability, reuse, and efficient use of materials to reduce waste and emissions.",
ipcc_0049,Improved product stock maintenance to extend life-time,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,Extending the lifespan of buildings and infrastructure by maintaining their structural integrity through improved product stock maintenance. This involves ensuring concrete structures remain functional for over 200 years.,,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Supports affordable infrastructure by reducing the need for frequent rebuilding, benefiting underserved and resource-limited communities.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Development of advanced maintenance techniques, effective policies to promote longer building lifespans, and education for construction professionals on durable practices.']","['Increase in the average lifespan of buildings and infrastructure, reduction in cement demand per capita, and overall CO2 emissions reductions in cement production.']","['Reduction in demand for new concrete and cement production, reduced emissions, enhanced resource efficiency, and increased affordability and sustainability of infrastructure.']","['infrastructure_investments', 'programs_and_initiatives']",Encourages extending the lifetime of concrete structures and promoting more sustainable construction and maintenance practices.,
ipcc_0050,Shift to a sufficiency behaviour,['mitigation'],,,['ippu'],['industrial_processes'],['ghg_reduction'],,"Promotes behavioral and consumption changes to reduce overall industrial emissions, emphasizing reduced demand for products, reuse and recycling, and more efficient use of resources.",,"{'air_quality': 0, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 1, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Ensures inclusive participation in sufficiency initiatives, enabling low-income groups to access cost-saving measures while promoting sustainable consumption across all economic strata.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '20-39', 'afolu': None}",,low,<5 years,"['Public awareness campaigns, supportive policies, and integration of sustainability into business and governmental frameworks.']","['Reduction in material and energy intensity per capita, decrease in waste generation rates, and improvement in recycling and reuse statistics.']","['Enhances societal well-being by reducing overconsumption, lowering environmental impacts, and fostering long-term sustainability in resource use and industrial processes.']","['programs_and_initiatives', 'regulations_and_laws', 'incentives_and_subsidies']","Encourages reducing overconsumption, reusing materials, adopting sustainable consumption patterns, and reducing waste generation through lifestyle and business model changes.",
ipcc_0051,Reducing overall demand for product services,['mitigation'],,,['ippu'],['product_use'],['ghg_reduction'],,"This action focuses on mitigating climate change by reducing the demand for industrial products and services, particularly in sectors such as clothing and tourism. It emphasizes behavioral and lifestyle changes, such as sustainable consumption patterns, reduced long-haul travel, and lower demand for products linked to excessive material production and emissions.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 1, 'stakeholder_engagement': 1}","Encourages equitable access to sustainable alternatives, particularly for underserved communities, ensuring reduced environmental impacts without excluding vulnerable populations.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': '40-59', 'afolu': None}",,medium,5-10 years,"['Implementation of policies and programs promoting sustainable consumption, availability of alternatives to high-emission activities, and societal support for behavioral and lifestyle changes.']","['Reduction in demand for high-emission products and services, decreased industrial emissions linked to product use, and increased adoption of sustainable consumption practices.']","['Reduction in global GHG emissions, improved resource efficiency, enhanced sustainability in consumption patterns, and reduced strain on environmental resources.']","['programs_and_initiatives', 'incentives_and_subsidies', 'regulations_and_laws']","Promotes sustainable consumption and lifestyle changes, such as reduced reliance on fast fashion, decreased long-haul travel, and responsible use of industrial products to limit resource consumption and emissions.",
ipcc_0052,Reduce Deforestation and Degradation,['mitigation'],,,['afolu'],['land'],['ghg_reduction'],,"Reducing deforestation and forest degradation conserves carbon pools in forest vegetation and soil by avoiding tree cover loss and disturbance. This involves controlling drivers of deforestation, improving forest governance, and supporting community forest management.",,"{'air_quality': 1, 'water_quality': 1, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes secure land tenure, supports community-based forest management, and ensures participation of marginalized and indigenous groups in decision-making processes.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,medium,5-10 years,"['Requires improved governance, clear land tenure policies, funding for protected areas, and community participation in forest conservation efforts.']","['Reduction in deforestation rates, increased forest cover, and the amount of GHG emissions avoided per year.']","['Preserves biodiversity, enhances ecosystem services, improves air and water quality, and contributes to climate stabilization and sustainable development.']","['regulations_and_laws', 'programs_and_initiatives', 'infrastructure_investments']","Encourages sustainable land management practices, community engagement in conservation, and improved governance to reduce activities driving deforestation and degradation.",
ipcc_0053,"Afforestation, Reforestation and Forest Ecosystem Restoration",['mitigation'],,,['afolu'],['land'],['ghg_reduction'],,"Activities focused on converting land to forests, restoring degraded forests, and prioritizing ecological integrity. Afforestation targets historically non-forested land, while reforestation targets previously forested areas. Efforts include enhancing biodiversity, improving ecosystem services, and increasing carbon sequestration.",,"{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Supports local livelihoods, promotes land-use equity, and ensures inclusive stakeholder participation in afforestation and restoration programs.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '60-79'}",,high,5-10 years,"['Requires funding for land restoration, access to suitable species for planting, local community engagement, and monitoring systems for ecosystem integrity and carbon sequestration.']","['Area of land reforested or afforested, carbon sequestration rates, improvement in biodiversity indices, and ecosystem service metrics such as water regulation and soil quality.']","['Increased carbon sequestration, improved biodiversity, enhanced ecosystem resilience, better water regulation, soil stabilization, and support for local communities through sustainable resource use.']","['programs_and_initiatives', 'infrastructure_investments', 'incentives_and_subsidies']","Encourages sustainable land management, restoration of degraded ecosystems, and adoption of forest-friendly agricultural practices.",
ipcc_0054,Improved Forest Management,['mitigation'],,,['afolu'],['land'],['ghg_reduction'],,"Sustainable forest management of already managed forests to increase carbon stocks, improve wood quality, mitigate disturbances, and provide co-benefits like biodiversity conservation, water regulation, and soil protection. Includes longer rotations, reduced harvesting, mixed stands, and climate-smart forestry.",,"{'air_quality': 0, 'water_quality': 1, 'habitat': 1, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes inclusive participation in forest management and provides support for smallholders and local communities, especially in tropical regions where sustainable practices can enhance livelihoods and mitigate climate change.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '40-59'}",,high,5-10 years,"['Requires expertise in sustainable forestry, investment in nurseries with adapted species, supportive policies, and incentives to overcome economic barriers and ensure accessibility for local stakeholders.']","['Increase in forest carbon stocks, reduction in GHG emissions, improvements in biodiversity indicators, and reduction in soil erosion and water-related issues.']","['Improved forest health and resilience, enhanced carbon sequestration, biodiversity conservation, and increased ecosystem services like water and soil regulation.']","['incentives_and_subsidies', 'programs_and_initiatives', 'regulations_and_laws']","Encourages forest owners and managers to adopt sustainable practices, prioritize biodiversity, and reduce harvesting impacts while maintaining productivity.",
ipcc_0055,Fire Management (Forest and Grassland / Savanna Fires),['mitigation'],,,['afolu'],['land'],['ghg_reduction'],,"Implementation of fire management practices, including prescribed burning and natural resource management, to reduce uncontrolled wildfires in forests and savannas. Focuses on safeguarding life, property, and resources while mitigating GHG emissions and maintaining carbon stocks.",,"{'air_quality': 1, 'water_quality': 0, 'habitat': 0, 'cost_of_living': 0, 'housing': 0, 'mobility': 0, 'stakeholder_engagement': 0}","Promotes equitable access to fire management resources, focusing on capacity building and governance in vulnerable or underserved regions such as least developed countries in Africa.","{'stationary_energy': None, 'transportation': None, 'waste': None, 'ippu': None, 'afolu': '20-39'}",,medium,5-10 years,"['Effective governance frameworks, access to research and technology for fire management, community engagement, and alignment with regional legal and policy frameworks.']","['Reduction in frequency and intensity of uncontrolled wildfires, area managed with prescribed burns, reduction in GHG emissions from fires, and improvement in biodiversity and soil health metrics.']","['Reduced GHG emissions, improved biodiversity conservation, prevention of soil erosion, enhanced land productivity, and reduced risks to life and property from uncontrolled wildfires.']","['programs_and_initiatives', 'infrastructure_investments', 'regulations_and_laws']",Encourages adoption of prescribed burning and sustainable fire management practices among communities and land managers to reduce uncontrolled wildfires and their associated GHG emissions.,
