gpc_refno,emissions_factor,units,gas,description,region,reference,emissions_factor_id
VI.1,0.074,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of C4F6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",bb3a7a3e-da38-4c05-826f-fe9316375782
VI.1,0.059,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of C4F6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",4308989c-e844-46fc-8697-40ad826e7373
VI.1,0.019,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of C4F6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",b71c2530-cd25-4dc8-a81a-81670cfc3d48
VI.1,0.0,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of C4F6 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",08212d11-4062-4a80-93dd-f1d125c8f9cd
VI.1,0.031,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of C4F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",59293be4-28c0-4b87-939c-5d105eab7dc2
VI.1,0.045,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of C4F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",05dc624b-80f7-4231-a2f8-a7b776d986e6
VI.1,0.027,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of C4F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",fae10656-2105-4d3e-87a2-0183d7f938f7
VI.1,0.002,fraction,HFC-32,By-Product Emission Factor for HFC-32 (CH2F2) Emissions from Use of C4F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",e547ba5d-1dd2-4d3a-ac97-ead78a1e10a9
VI.1,0.083,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of C5F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",7037f9b5-ab26-455b-bf92-cd3499a2485f
VI.1,0.11,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of C5F5 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",18b8a996-aab7-4485-88f7-48f6f8fdfdb7
VI.1,0.007,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of C5F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",4f1ad2f1-c895-4e73-bac3-1075185a795a
VI.1,0.0,fraction,C3F8,By-Product Emission Factor for C3F8 Emissions from Use of C5F8 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",16d39a28-2e3c-43da-a138-2d772cf910c7
VI.1,0.079,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of CF4 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",06c737e7-166d-4919-8d18-210744695f43
VI.1,0.001,fraction,c-C4F8,By-Product Emission Factor for C4F8 Emissions from Use of CF4 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",eafff0b6-e230-4674-bd05-456d1f507076
VI.1,0.011,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of CF4 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",0359191e-70c7-436e-8ff0-6cc628e3e7f3
VI.1,0.008,fraction,HFC-41,By-Product Emission Factor for HFC-41 (CH3F) Emissions from Use of CF4 in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",e8f5b1ce-3cc6-4dd4-a378-2cd009830c77
VI.1,0.052,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of HFC-32 (CH2F2) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",ecf152f1-096d-4f68-97d5-00411e65d02b
VI.1,0.049,fraction,CF4,By-Product Emission Factor for CF4 Emissions from Use of CHF-32 (CH2F2) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",8bae6879-8029-4054-946a-b89cc62fedb1
VI.1,0.05,fraction,HFC-23,By-Product Emission Factor for HFC-23 (CHF3) Emissions from Use of CHF-32 (CH2F2) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",6977a295-240b-42af-b63c-e23d6d9556bc
VI.1,0.008,fraction,HFC-41,By-Product Emission Factor for HFC-41 (CH3F) Emissions from Use of CHF-32 (CH2F2) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",4f061f34-c8c4-4593-8b73-45bd80e242f2
VI.1,0.001,fraction,C2F6,By-Product Emission Factor for C2F6 Emissions from Use of HFC-41 (CH3F) in Semiconductor Manufacturing,US,"1. Final Technical Documentation - Revision of Default Utilization Rates and By-Product Formation Rates; Revision of Default Destruction and Removal Efficiencies for Semiconductor Facilities under Subpart I; and Revision of Maximum Field Detection Limits for the Stack Test Method, U.S. Environmental Protection Agency, August 16, 2013, Docket item EPA-HQ-OAR-2011-0028-105-1. 2. Technical Support for Modifications to the Fluorinated Greenhouse Gas Emission Estimation Method Option for Semiconductor Facilities under Subpart I, Office of Air and Radiation, U.S. Environmental Protection Agency, August 2012, Docket Item EPA-HQ-OAR-2011-0028-0083. 3. Report to EPA on Etch Factor Proposal for Fab GHG Emissions Reporting, Semiconductor Industry Association, February 28, 2012, Docket item EPA-HQ-OAR-2011-0074. 4. Draft Emission Factors for Refined Semiconductor Manufacturing Process Categories, U.S. Environmental Protection Agency, May 2010, Docket item EPA-HQ-OAR-2009-0927-0073. 5. Etch Process Equipment Emissions Characterization Data, ISMI ESH Technology Center, January 31, 2012, Docket item EPA-HQ-OAR-2011-0028-0071. 6. Additional Etch Emissions Characterization Data, January 16, 2013, Docket item EPA-HQ-OAR-2011-0028-0095, Attachment A.",8812178d-adfc-4738-b7f7-3c7d8c841d43
