actor_id,year,population
BT-44,2002,15000
BT-44,2003,15000
BT-44,2004,16000
BT-44,2005,16000
BT-44,2006,16000
BT-44,2007,17000
BT-44,2008,17000
BT-44,2009,17000
BT-44,2010,17000
BT-44,2011,18000
BT-44,2012,18000
BT-44,2013,18000
BT-44,2014,18000
BT-44,2015,18000
BT-44,2016,18000
BT-11,2000,30000
BT-11,2001,32000
BT-11,2002,33000
BT-11,2003,34000
BT-11,2004,35000
BT-11,2005,37000
BT-11,2006,39000
BT-11,2007,39000
BT-11,2008,40000
BT-11,2009,42000
BT-11,2010,42000
BT-11,2011,42000
BT-11,2012,43000
BT-11,2013,44000
BT-11,2014,44000
BT-11,2015,45000
BT-11,2016,45000
BT-23,2000,21000
BT-23,2001,22000
BT-23,2002,22000
BT-23,2003,23000
BT-23,2004,24000
BT-23,2005,24000
BT-23,2006,25000
BT-23,2007,25000
BT-23,2008,26000
BT-23,2009,27000
BT-23,2010,27000
BT-23,2011,27000
BT-23,2012,28000
BT-23,2013,28000
BT-23,2014,29000
BT-23,2015,29000
BT-23,2016,29000
BT-14,2000,52000
BT-14,2001,54000
BT-14,2002,56000
BT-14,2003,58000
BT-14,2004,59000
BT-14,2006,64000
BT-14,2007,65000
BT-14,2008,66000
BT-14,2009,68000
BT-14,2010,68000
BT-14,2011,69000
BT-14,2012,71000
BT-14,2013,72000
BT-14,2014,73000
BT-14,2015,73000
BT-14,2016,74000
BT-15,2000,85000
BT-15,2001,87000
BT-15,2002,90000
BT-15,2003,92000
BT-15,2004,95000
BT-15,2005,97000
BT-15,2006,99000
BT-15,2007,101000
BT-15,2008,104000
BT-15,2009,108000
BT-15,2010,109000
BT-15,2011,111000
BT-15,2012,114000
BT-15,2013,116000
BT-15,2014,118000
BT-15,2015,121000
BT-15,2016,123000
BT-TY,2000,16000
BT-TY,2001,17000
BT-TY,2002,17000
BT-TY,2003,17000
BT-TY,2004,18000
BT-TY,2005,18000
BT-TY,2006,19000
BT-TY,2007,19000
BT-TY,2008,20000
BT-TY,2009,20000
BT-TY,2010,20000
BT-TY,2011,21000
BT-TY,2012,21000
BT-TY,2013,21000
BT-TY,2014,21000
BT-TY,2015,22000
BT-TY,2016,22000
BT-21,2000,17000
BT-21,2001,17000
BT-21,2002,18000
BT-21,2003,18000
BT-21,2004,19000
BT-21,2005,19000
BT-21,2006,20000
BT-21,2007,20000
BT-21,2008,20000
BT-21,2009,21000
BT-21,2010,21000
BT-21,2011,22000
BT-21,2012,22000
BT-21,2013,22000
BT-21,2014,22000
BT-21,2015,23000
BT-21,2016,23000
BT-34,2000,17000
BT-34,2001,18000
BT-34,2002,18000
BT-34,2003,18000
BT-34,2004,19000
BT-34,2005,19000
BT-34,2006,20000
BT-34,2007,20000
BT-34,2008,20000
BT-34,2009,21000
BT-34,2010,21000
BT-34,2011,21000
BT-34,2012,22000
BT-34,2013,22000
BT-34,2014,22000
BT-34,2015,22000
BT-34,2016,23000
BA-SRP,2000,1318000
BA-SRP,2001,1320000
BA-SRP,2002,1321000
BA-SRP,2003,1323000
BA-SRP,2004,1323000
BA-SRP,2005,1323000
BA-SRP,2006,1323000
BA-SRP,2007,1321000
BA-SRP,2008,1317000
BA-SRP,2009,1311000
BA-SRP,2010,1303000
BA-SRP,2011,1291000
BA-SRP,2012,1277000
BA-SRP,2014,1248000
BA-SRP,2015,1238000
BA-SRP,2016,1231000
BR-AP,2000,491000
BR-AP,2001,509000
BR-AP,2002,527000
BR-AP,2003,546000
BR-AP,2004,565000
BR-AP,2005,585000
BR-AP,2006,605000
BR-AP,2007,625000
BR-AP,2008,645000
BR-AP,2009,666000
BR-AP,2010,688000
BR-AP,2011,710000
BR-AP,2012,732000
BR-AP,2013,755000
BR-AP,2014,779000
BR-AP,2015,803000
BR-AP,2016,828000
BR-BA,2000,13511000
BR-BA,2001,13638000
BR-BA,2002,13759000
BR-BA,2003,13872000
BR-BA,2004,13979000
BR-BA,2005,14077000
BR-BA,2006,14169000
BR-BA,2007,14252000
BR-BA,2008,14330000
BR-BA,2009,14404000
BR-BA,2010,14475000
BR-BA,2011,14544000
BR-BA,2012,14611000
BR-BA,2013,14675000
BR-BA,2014,14734000
BR-BA,2016,14837000
BR-DF,2000,2110000
BR-DF,2001,2163000
BR-DF,2002,2217000
BR-DF,2003,2271000
BR-DF,2004,2325000
BR-DF,2005,2378000
BR-DF,2006,2432000
BR-DF,2007,2485000
BR-DF,2008,2538000
BR-DF,2009,2591000
BR-DF,2011,2700000
BR-DF,2012,2756000
BR-DF,2013,2812000
BR-DF,2014,2868000
BR-DF,2015,2924000
BR-DF,2016,2980000
BR-GO,2000,5161000
BR-GO,2001,5269000
BR-GO,2002,5375000
BR-GO,2003,5481000
BR-GO,2004,5585000
BR-GO,2005,5688000
BR-GO,2006,5789000
BR-GO,2007,5889000
BR-GO,2008,5988000
BR-GO,2009,6087000
BR-GO,2010,6186000
BR-GO,2011,6285000
BR-GO,2012,6385000
BR-GO,2013,6485000
BR-GO,2014,6585000
BR-GO,2015,6684000
BR-MT,2000,2585000
BR-MT,2001,2641000
BR-MT,2002,2697000
BR-MT,2003,2752000
BR-MT,2004,2807000
BR-MT,2005,2862000
BR-MT,2006,2915000
BR-MT,2007,2968000
BR-MT,2008,3021000
BR-MT,2009,3074000
BR-MT,2010,3126000
BR-MT,2011,3180000
BR-MT,2012,3233000
BR-MT,2013,3287000
BR-MT,2014,3341000
BR-MT,2015,3394000
BR-MT,2016,3447000
BR-MG,2000,18470000
BR-MG,2001,18685000
BR-MG,2002,18892000
BR-MG,2003,19090000
BR-MG,2004,19278000
BR-MG,2005,19458000
BR-MG,2006,19627000
BR-MG,2007,19786000
BR-MG,2008,19938000
BR-MG,2009,20085000
BR-MG,2011,20370000
BR-MG,2012,20509000
BR-MG,2013,20644000
BR-MG,2014,20773000
BR-MG,2016,21010000
BR-PR,2000,3556000
BR-PR,2001,3596000
BR-PR,2002,3636000
BR-PR,2003,3673000
BR-PR,2004,3709000
BR-PR,2005,3743000
BR-PR,2006,3775000
BR-PR,2007,3805000
BR-PR,2008,3833000
BR-PR,2009,3861000
BR-PR,2010,3888000
BR-PR,2011,3915000
BR-PR,2012,3941000
BR-PR,2013,3966000
BR-PR,2014,3990000
BR-PR,2015,4013000
BR-PR,2016,4034000
BR-PE,2000,8178000
BR-PE,2001,8285000
BR-PE,2002,8387000
BR-PE,2003,8487000
BR-PE,2004,8582000
BR-PE,2005,8673000
BR-PE,2006,8760000
BR-PE,2007,8843000
BR-PE,2008,8923000
BR-PE,2009,9001000
BR-PE,2010,9077000
BR-PE,2011,9153000
BR-PE,2012,9228000
BR-PE,2013,9301000
BR-PE,2014,9371000
BR-PE,2015,9439000
BR-PE,2016,9504000
BR-RR,2000,334000
BR-RR,2001,346000
BR-RR,2002,358000
BR-RR,2003,371000
BR-RR,2004,383000
BR-RR,2005,396000
BR-RR,2006,409000
BR-RR,2007,422000
BR-RR,2008,435000
BR-RR,2009,449000
BR-RR,2010,463000
BR-RR,2011,477000
BR-RR,2012,492000
BR-RR,2013,507000
BR-RR,2014,522000
BR-RR,2015,537000
BR-RR,2016,553000
BR-TO,2000,1194000
BR-TO,2001,1218000
BR-TO,2002,1243000
BR-TO,2003,1266000
BR-TO,2004,1290000
BR-TO,2005,1313000
BR-TO,2006,1336000
BR-TO,2007,1359000
BR-TO,2008,1381000
BR-TO,2009,1403000
BR-TO,2010,1425000
BR-TO,2011,1448000
BR-TO,2012,1470000
BR-TO,2013,1493000
BR-TO,2014,1515000
BR-TO,2015,1537000
BR-TO,2016,1559000
BG-02,2000,435000
BG-02,2001,428000
BG-02,2002,420000
BG-02,2003,418000
BG-02,2004,416000
BG-02,2005,414000
BG-02,2006,413000
BG-02,2007,413000
BG-02,2008,413000
BG-02,2009,414000
BG-02,2010,414000
BG-02,2011,414000
BG-02,2012,415000
BG-02,2013,414000
BG-02,2014,414000
BG-02,2015,414000
BG-02,2016,413000
BG-07,2000,149000
BG-07,2001,145000
BG-07,2002,141000
BG-07,2003,139000
BG-07,2004,137000
BG-07,2005,135000
BG-07,2006,133000
BG-07,2007,132000
BG-07,2008,130000
BG-07,2009,129000
BG-07,2010,127000
BG-07,2011,123000
BG-07,2012,121000
BG-07,2013,119000
BG-07,2014,117000
BG-07,2015,114000
BG-07,2016,112000
BG-12,2000,190000
BG-12,2001,184000
BG-12,2002,178000
BG-12,2003,174000
BG-12,2004,170000
BG-12,2005,167000
BG-12,2006,163000
BG-12,2007,160000
BG-12,2008,157000
BG-12,2009,154000
BG-12,2010,152000
BG-12,2011,148000
BG-12,2012,145000
BG-12,2013,143000
BG-12,2014,140000
BG-12,2015,137000
BG-12,2016,134000
BG-14,2000,155000
BG-14,2001,151000
BG-14,2002,147000
BG-14,2003,144000
BG-14,2004,142000
BG-14,2005,140000
BG-14,2006,139000
BG-14,2007,137000
BG-14,2008,136000
BG-14,2009,134000
BG-14,2010,133000
BG-14,2011,132000
BG-14,2012,131000
BG-14,2013,129000
BG-14,2014,128000
BG-14,2015,127000
BG-14,2016,126000
BG-16,2000,736000
BG-16,2001,724000
BG-16,2002,711000
BG-16,2003,707000
BG-16,2004,705000
BG-16,2005,701000
BG-16,2006,698000
BG-16,2007,695000
BG-16,2008,693000
BG-16,2009,690000
BG-16,2010,686000
BG-16,2011,682000
BG-16,2012,680000
BG-16,2013,679000
BG-16,2014,676000
BG-16,2015,673000
BG-16,2016,669000
BG-18,2000,278000
BG-18,2001,271000
BG-18,2002,265000
BG-18,2003,261000
BG-18,2004,258000
BG-18,2005,255000
BG-18,2006,253000
BG-18,2007,250000
BG-18,2008,248000
BG-18,2009,246000
BG-18,2010,243000
BG-18,2011,238000
BG-18,2012,233000
BG-18,2013,231000
BG-18,2014,227000
BG-18,2015,222000
BG-18,2016,218000
BG-19,2000,147000
BG-19,2001,143000
BG-19,2002,139000
BG-19,2003,137000
BG-19,2004,135000
BG-19,2005,133000
BG-19,2006,132000
BG-19,2007,130000
BG-19,2008,128000
BG-19,2009,126000
BG-19,2010,124000
BG-19,2011,121000
BG-19,2012,118000
BG-19,2013,117000
BG-19,2014,114000
BG-19,2015,112000
BG-19,2016,109000
BG-25,2000,147000
BG-25,2001,143000
BG-25,2002,140000
BG-25,2003,138000
BG-25,2004,136000
BG-25,2005,135000
BG-25,2006,133000
BG-25,2007,132000
BG-25,2008,130000
BG-25,2009,128000
BG-25,2010,126000
BG-25,2011,123000
BG-25,2012,119000
BG-25,2013,118000
BG-25,2014,116000
BG-25,2015,113000
BG-25,2016,110000
BG-04,2000,302000
BG-04,2001,296000
BG-04,2002,289000
BG-04,2003,286000
BG-04,2004,284000
BG-04,2005,282000
BG-04,2006,279000
BG-04,2007,276000
BG-04,2008,273000
BG-04,2009,271000
BG-04,2010,268000
BG-04,2011,261000
BG-04,2012,255000
BG-04,2013,252000
BG-04,2014,247000
BG-04,2015,242000
BG-04,2016,237000
BF-02,2000,398000
BF-02,2001,416000
BF-02,2002,435000
BF-02,2003,455000
BF-02,2004,476000
BF-02,2005,498000
BF-02,2006,521000
BF-02,2007,545000
BF-02,2008,565000
BF-02,2009,586000
BF-02,2010,610000
BF-02,2011,635000
BF-02,2012,660000
BF-02,2013,686000
BF-02,2014,713000
BF-02,2015,741000
BF-02,2016,770000
BF-08,2000,977000
BF-08,2001,1010000
BF-08,2002,1044000
BF-08,2003,1079000
BF-08,2004,1116000
BF-08,2005,1154000
BF-08,2006,1194000
BF-08,2007,1235000
BF-08,2008,1275000
BF-08,2009,1316000
BF-08,2010,1359000
BF-08,2011,1404000
BF-08,2012,1449000
BF-08,2013,1496000
BF-08,2014,1544000
BF-08,2015,1593000
BF-08,2016,1643000
BF-10,2000,1044000
BF-10,2001,1064000
BF-10,2002,1085000
BF-10,2003,1107000
BF-10,2004,1129000
BF-10,2005,1152000
BF-10,2006,1176000
BF-10,2007,1200000
BF-10,2008,1231000
BF-10,2009,1263000
BF-10,2010,1294000
BF-10,2011,1325000
BF-10,2012,1356000
BF-10,2013,1388000
BF-10,2014,1420000
BF-10,2015,1453000
BF-10,2016,1485000
BF-12,2000,800000
BF-12,2001,824000
BF-12,2002,849000
BF-12,2003,874000
BF-12,2004,900000
BF-12,2005,927000
BF-12,2006,956000
BF-12,2007,985000
BF-12,2008,1015000
BF-12,2009,1046000
BF-12,2010,1077000
BF-12,2011,1110000
BF-12,2012,1143000
BF-12,2013,1177000
BF-12,2014,1212000
BF-12,2015,1247000
BF-12,2016,1284000
BI-BB,2000,269000
BI-BB,2001,275000
BI-BB,2002,283000
BI-BB,2003,292000
BI-BB,2004,301000
BI-BB,2005,312000
BI-BB,2006,322000
BI-BB,2007,333000
BI-BB,2009,356000
BI-BB,2010,368000
BI-BB,2011,380000
BI-BB,2012,391000
BI-BB,2013,403000
BI-BB,2014,415000
BI-BB,2015,428000
BI-BB,2016,442000
BI-BL,2000,442000
BI-BL,2001,453000
BI-BL,2002,465000
BI-BL,2003,480000
BI-BL,2004,496000
BI-BL,2005,512000
BI-BL,2006,530000
BI-BL,2007,548000
BI-BL,2009,586000
BI-BL,2010,605000
BI-BL,2011,624000
BI-BL,2012,643000
BI-BL,2013,663000
BI-BL,2014,683000
BI-BL,2015,704000
BI-BL,2016,726000
BI-CA,2000,182000
BI-CA,2001,186000
BI-CA,2002,192000
BI-CA,2003,198000
BI-CA,2004,204000
BI-CA,2005,211000
BI-CA,2006,218000
BI-CA,2007,226000
BI-CA,2009,241000
BI-CA,2010,249000
BI-CA,2011,257000
BI-CA,2012,265000
BI-CA,2013,273000
BI-CA,2014,281000
BI-CA,2015,290000
BI-CA,2016,299000
BI-GI,2000,576000
BI-GI,2001,590000
BI-GI,2002,607000
BI-GI,2003,626000
BI-GI,2004,647000
BI-GI,2005,668000
BI-GI,2006,691000
BI-GI,2007,715000
BI-GI,2009,764000
BI-GI,2010,789000
BI-GI,2011,814000
BI-GI,2012,839000
BI-GI,2013,864000
BI-GI,2014,891000
BI-GI,2015,918000
BI-GI,2016,948000
BI-KY,2000,465000
BI-KY,2001,477000
BI-KY,2002,490000
BI-KY,2003,505000
BI-KY,2004,522000
BI-KY,2005,540000
BI-KY,2006,558000
BI-KY,2007,577000
BI-KY,2009,617000
BI-KY,2010,637000
BI-KY,2011,657000
BI-KY,2012,677000
BI-KY,2013,698000
BI-KY,2014,719000
BI-KY,2015,741000
BI-KY,2016,765000
BI-MA,2000,342000
BI-MA,2001,351000
BI-MA,2002,361000
BI-MA,2003,372000
BI-MA,2004,384000
BI-MA,2005,397000
BI-MA,2006,411000
BI-MA,2007,425000
BI-MA,2009,454000
BI-MA,2010,469000
BI-MA,2011,484000
BI-MA,2012,499000
BI-MA,2013,514000
BI-MA,2014,529000
BI-MA,2015,546000
BI-MA,2016,563000
BI-MY,2000,503000
BI-MY,2001,515000
BI-MY,2002,529000
BI-MY,2003,546000
BI-MY,2004,564000
BI-MY,2005,583000
BI-MY,2006,603000
BI-MY,2007,623000
BI-MY,2009,667000
BI-MY,2010,688000
BI-MY,2011,710000
BI-MY,2012,732000
BI-MY,2013,754000
BI-MY,2014,777000
BI-MY,2015,801000
BI-MY,2016,826000
BI-NG,2000,525000
BI-NG,2001,538000
BI-NG,2002,553000
BI-NG,2003,570000
BI-NG,2004,589000
BI-NG,2005,609000
BI-NG,2006,630000
BI-NG,2007,651000
BI-NG,2009,696000
BI-NG,2010,719000
BI-NG,2011,742000
BI-NG,2012,765000
BI-NG,2013,788000
BI-NG,2014,812000
BI-NG,2015,837000
BI-NG,2016,863000
BI-RY,2000,318000
BI-RY,2001,326000
BI-RY,2002,335000
BI-RY,2003,346000
BI-RY,2004,357000
BI-RY,2005,369000
BI-RY,2006,382000
BI-RY,2007,395000
BI-RY,2009,422000
BI-RY,2010,436000
BI-RY,2011,450000
BI-RY,2012,463000
BI-RY,2013,477000
BI-RY,2014,492000
BI-RY,2015,507000
BI-RY,2016,523000
KH-2,2000,864000
KH-2,2001,891000
KH-2,2002,917000
KH-2,2003,942000
KH-2,2004,967000
KH-2,2005,991000
KH-2,2006,1016000
KH-2,2007,1041000
KH-2,2009,1091000
KH-2,2010,1117000
KH-2,2011,1143000
KH-2,2012,1171000
KH-2,2013,1199000
KH-2,2014,1227000
KH-2,2015,1255000
KH-2,2016,1283000
KH-4,2000,441000
KH-4,2001,449000
KH-4,2002,456000
KH-4,2003,462000
KH-4,2004,468000
KH-4,2005,473000
KH-4,2006,479000
KH-4,2007,484000
KH-4,2008,489000
KH-4,2009,494000
KH-4,2010,499000
KH-4,2012,509000
KH-4,2013,515000
KH-4,2014,520000
KH-4,2015,524000
KH-4,2016,529000
KH-6,2000,598000
KH-6,2001,607000
KH-6,2002,616000
KH-6,2003,623000
KH-6,2004,630000
KH-6,2005,636000
KH-6,2006,642000
KH-6,2007,647000
KH-6,2008,653000
KH-6,2009,658000
KH-6,2010,664000
KH-6,2011,669000
KH-6,2012,675000
KH-6,2013,681000
KH-6,2014,686000
KH-6,2015,691000
KH-6,2016,696000
KH-8,2000,1146000
KH-8,2001,1170000
KH-8,2002,1193000
KH-8,2003,1215000
KH-8,2004,1235000
KH-8,2005,1255000
KH-8,2006,1274000
KH-8,2007,1292000
KH-8,2008,1311000
KH-8,2009,1329000
KH-8,2010,1348000
KH-8,2011,1368000
KH-8,2012,1388000
KH-8,2013,1408000
KH-8,2014,1428000
KH-8,2015,1447000
KH-8,2016,1465000
KH-9,2000,132000
KH-9,2001,131000
KH-9,2002,130000
KH-9,2003,129000
KH-9,2004,127000
KH-9,2005,126000
KH-9,2006,124000
KH-9,2007,122000
KH-9,2008,121000
KH-9,2009,119000
KH-9,2010,117000
KH-9,2011,116000
KH-9,2012,114000
KH-9,2013,113000
KH-9,2014,111000
KH-9,2015,109000
KH-9,2016,108000
KH-24,2000,31000
KH-24,2001,34000
KH-24,2002,39000
KH-24,2003,43000
KH-24,2004,48000
KH-24,2005,54000
KH-24,2006,60000
KH-24,2007,68000
KH-24,2009,84000
KH-24,2010,94000
KH-24,2011,105000
KH-24,2012,117000
KH-24,2013,131000
KH-24,2014,146000
KH-24,2015,163000
KH-24,2016,182000
KH-18,2000,173000
KH-18,2001,181000
KH-18,2002,188000
KH-18,2003,195000
KH-18,2004,202000
KH-18,2005,209000
KH-18,2006,216000
KH-18,2007,223000
KH-18,2008,231000
KH-18,2009,239000
KH-18,2010,247000
KH-18,2011,255000
KH-18,2012,264000
KH-18,2013,272000
KH-18,2014,282000
KH-18,2015,291000
KH-18,2016,300000
KH-14,2000,971000
KH-14,2001,976000
KH-14,2002,979000
KH-14,2003,981000
KH-14,2004,981000
KH-14,2005,981000
KH-14,2006,980000
KH-14,2007,978000
KH-14,2008,976000
KH-14,2009,974000
KH-14,2010,972000
KH-14,2011,971000
KH-14,2012,969000
KH-14,2013,967000
KH-14,2014,965000
KH-14,2015,962000
KH-14,2016,959000
KH-19,2000,90000
KH-19,2001,93000
KH-19,2002,96000
KH-19,2003,100000
KH-19,2004,103000
KH-19,2005,106000
KH-19,2006,109000
KH-19,2007,113000
KH-19,2008,116000
KH-19,2009,120000
KH-19,2010,123000
KH-19,2011,127000
KH-19,2012,131000
KH-19,2013,135000
KH-19,2014,139000
KH-19,2015,143000
KH-19,2016,147000
KH-21,2000,823000
KH-21,2001,833000
KH-21,2002,841000
KH-21,2003,848000
KH-21,2004,854000
KH-21,2005,859000
KH-21,2006,864000
KH-21,2007,869000
KH-21,2008,873000
KH-21,2009,876000
KH-21,2010,880000
KH-21,2011,885000
KH-21,2012,889000
KH-21,2013,893000
KH-21,2014,897000
KH-21,2015,900000
KH-21,2016,903000
CM-CE,2000,2622000
CM-CE,2001,2707000
CM-CE,2002,2796000
CM-CE,2003,2888000
CM-CE,2004,2984000
CM-CE,2005,3083000
CM-CE,2006,3187000
CM-CE,2008,3404000
CM-CE,2009,3517000
CM-CE,2010,3628000
CM-CE,2011,3742000
CM-CE,2012,3858000
CM-CE,2013,3977000
CM-CE,2014,4098000
CM-CE,2015,4222000
CM-CE,2016,4348000
CM-EN,2000,2695000
CM-EN,2001,2771000
CM-EN,2002,2850000
CM-EN,2003,2931000
CM-EN,2004,3015000
CM-EN,2005,3102000
CM-EN,2006,3192000
CM-EN,2008,3381000
CM-EN,2009,3478000
CM-EN,2010,3582000
CM-EN,2011,3687000
CM-EN,2012,3795000
CM-EN,2013,3905000
CM-EN,2014,4017000
CM-EN,2015,4130000
CM-EN,2016,4246000
CM-NO,2000,1320000
CM-NO,2001,1383000
CM-NO,2002,1449000
CM-NO,2003,1519000
CM-NO,2004,1593000
CM-NO,2005,1670000
CM-NO,2006,1752000
CM-NO,2008,1927000
CM-NO,2009,2021000
CM-NO,2010,2110000
CM-NO,2011,2202000
CM-NO,2012,2298000
CM-NO,2013,2397000
CM-NO,2014,2500000
CM-NO,2015,2607000
CM-NO,2016,2717000
CM-OU,2000,1634000
CM-OU,2001,1652000
CM-OU,2002,1669000
CM-OU,2003,1688000
CM-OU,2004,1707000
CM-OU,2005,1726000
CM-OU,2006,1746000
CM-OU,2008,1787000
CM-OU,2009,1807000
CM-OU,2010,1837000
CM-OU,2011,1867000
CM-OU,2012,1897000
CM-OU,2013,1928000
CM-OU,2014,1958000
CM-OU,2015,1987000
CM-OU,2016,2017000
CM-SW,2000,1229000
CM-SW,2001,1246000
CM-SW,2002,1263000
CM-SW,2003,1282000
CM-SW,2004,1300000
CM-SW,2005,1319000
CM-SW,2006,1339000
CM-SW,2008,1379000
CM-SW,2009,1399000
CM-SW,2010,1425000
CM-SW,2011,1450000
CM-SW,2012,1476000
CM-SW,2013,1502000
CM-SW,2014,1527000
CM-SW,2015,1553000
CM-SW,2016,1579000
CL-AR,2000,866000
CL-AR,2001,877000
CL-AR,2003,897000
CL-AR,2004,907000
CL-AR,2005,917000
CL-AR,2006,926000
CL-AR,2007,936000
CL-AR,2008,946000
CL-AR,2009,955000
CL-AR,2010,965000
CL-AR,2011,974000
CL-AR,2012,983000
CL-AR,2013,991000
CL-AR,2014,1000000
CL-AR,2015,1008000
CL-AR,2016,1017000
CL-AT,2000,250000
CL-AT,2001,253000
CL-AT,2003,259000
CL-AT,2004,262000
CL-AT,2005,265000
CL-AT,2006,268000
CL-AT,2007,271000
CL-AT,2008,273000
CL-AT,2009,276000
CL-AT,2010,279000
CL-AT,2011,282000
CL-AT,2012,284000
CL-AT,2013,287000
CL-AT,2014,289000
CL-AT,2015,292000
CL-AT,2016,294000
CL-MA,2000,142000
CL-MA,2001,143000
CL-MA,2003,147000
CL-MA,2004,148000
CL-MA,2005,150000
CL-MA,2006,151000
CL-MA,2007,153000
CL-MA,2008,155000
CL-MA,2009,156000
CL-MA,2010,158000
CL-MA,2011,159000
CL-MA,2012,161000
CL-MA,2013,162000
CL-MA,2014,163000
CL-MA,2015,165000
CL-MA,2016,166000
CN-BJ,2000,13505000
CN-BJ,2001,13843000
CN-BJ,2002,14159000
CN-BJ,2003,14517000
CN-BJ,2004,14859000
CN-BJ,2006,15842000
CN-BJ,2007,16299000
CN-BJ,2008,16842000
CN-BJ,2009,17415000
CN-BJ,2010,18684000
CN-BJ,2011,20005000
CN-BJ,2012,20538000
CN-BJ,2013,21010000
CN-BJ,2014,21419000
CN-BJ,2016,22427000
CN-FJ,2000,34187000
CN-FJ,2001,34521000
CN-FJ,2002,34904000
CN-FJ,2003,35187000
CN-FJ,2004,35430000
CN-FJ,2005,35864000
CN-FJ,2006,36277000
CN-FJ,2007,36498000
CN-FJ,2008,36699000
CN-FJ,2009,36877000
CN-FJ,2010,37049000
CN-FJ,2011,37259000
CN-FJ,2012,37522000
CN-FJ,2013,37773000
CN-FJ,2014,38052000
CN-FJ,2015,38323000
CN-FJ,2016,38607000
CN-GZ,2000,37632000
CN-GZ,2001,38041000
CN-GZ,2002,38506000
CN-GZ,2003,38863000
CN-GZ,2004,39173000
CN-GZ,2005,38625000
CN-GZ,2006,37690000
CN-GZ,2007,37135000
CN-GZ,2008,36586000
CN-GZ,2009,36010000
CN-GZ,2010,35321000
CN-GZ,2011,34920000
CN-GZ,2012,34933000
CN-GZ,2013,35083000
CN-GZ,2014,35192000
CN-GZ,2015,35286000
CN-GZ,2016,35390000
CN-GD,2000,86297000
CN-GD,2001,87534000
CN-GD,2002,88631000
CN-GD,2003,89780000
CN-GD,2004,91070000
CN-GD,2005,92637000
CN-GD,2006,94654000
CN-GD,2007,96876000
CN-GD,2008,98965000
CN-GD,2009,101080000
CN-GD,2010,103554000
CN-GD,2011,105278000
CN-GD,2012,106008000
US-PR,1999,3800081
US-PR,2006,3805214
US-PR,2000,3810605
US-PR,2001,3818774
US-PR,2005,3821362
US-PR,2002,3823701
US-PR,2003,3826095
US-PR,2004,3826878
US-PR,1990,3537000
US-PR,1991,3562110
US-PR,2011,3686580
US-PR,2009,3740410
US-PR,1997,3759430
NL-ZH,2013,3577032
NO-03,2023,711300
NO-03,2013,623966
NO-03,2014,634463
CN-HE,2000,95206000
CN-HE,2001,95893000
CN-HE,2002,96664000
CN-HE,2003,97221000
CN-HE,2004,97677000
CN-HE,2005,96633000
CN-HE,2006,95353000
CN-HE,2007,95107000
CN-HE,2008,95104000
CN-HE,2009,95497000
CN-HE,2011,94460000
CN-HE,2012,94429000
CN-HE,2013,94506000
CN-HE,2014,94626000
CN-HE,2015,94688000
CN-HE,2016,94779000
CN-HN,2000,65837000
CN-HN,2001,66258000
CN-HN,2002,66693000
CN-HN,2003,67026000
CN-HN,2004,67327000
CN-HN,2005,65886000
CN-HN,2006,64348000
CN-HN,2007,64397000
CN-HN,2008,64461000
CN-HN,2009,64550000
CN-HN,2011,66173000
CN-HN,2012,66495000
CN-HN,2013,66936000
CN-HN,2014,67408000
CN-HN,2015,67829000
CN-HN,2016,68274000
CN-JX,2000,41582000
CN-JX,2001,41970000
CN-JX,2002,42400000
CN-JX,2003,42741000
CN-JX,2004,43023000
CN-JX,2005,43498000
CN-JX,2006,43938000
CN-JX,2007,44161000
CN-JX,2008,44381000
CN-JX,2009,44589000
CN-JX,2011,44988000
CN-JX,2012,45181000
CN-JX,2013,45326000
CN-JX,2014,45503000
CN-JX,2015,45679000
CN-JX,2016,45870000
CN-LN,2000,42053000
CN-LN,2001,42188000
CN-LN,2002,42346000
CN-LN,2003,42423000
CN-LN,2004,42464000
CN-LN,2005,42704000
CN-LN,2006,43135000
CN-LN,2007,43460000
CN-LN,2008,43597000
CN-LN,2009,43700000
CN-LN,2011,44019000
CN-LN,2012,44074000
CN-LN,2013,44085000
CN-LN,2014,44082000
CN-LN,2015,44106000
CN-LN,2016,44143000
CN-NX,2000,5534000
CN-NX,2001,5625000
CN-NX,2002,5724000
CN-NX,2003,5809000
CN-NX,2004,5886000
CN-NX,2005,5992000
CN-NX,2006,6095000
CN-NX,2007,6157000
CN-NX,2008,6216000
CN-NX,2009,6276000
CN-NX,2011,6395000
CN-NX,2012,6464000
CN-NX,2013,6535000
CN-NX,2014,6607000
CN-NX,2015,6680000
CN-NX,2016,6756000
CN-SN,2000,36606000
CN-SN,2001,36746000
CN-SN,2002,36892000
CN-SN,2003,36982000
CN-SN,2004,37052000
CN-SN,2005,37306000
CN-SN,2006,37535000
CN-SN,2007,37570000
CN-SN,2008,37588000
CN-SN,2009,37583000
CN-SN,2011,37585000
CN-SN,2012,37661000
CN-SN,2013,37748000
CN-SN,2014,37847000
CN-SN,2015,37937000
CN-SN,2016,38039000
CN-SH,2000,15968000
CN-SH,2001,16499000
CN-SH,2002,17050000
CN-SH,2003,17540000
CN-SH,2004,18141000
CN-SH,2005,18851000
CN-SH,2006,19575000
CN-SH,2007,20422000
CN-SH,2008,21277000
CN-SH,2009,21963000
CN-SH,2010,22716000
CN-SH,2011,23371000
CN-SH,2012,23754000
CN-SH,2013,24081000
